customer_id,signup_date,initial_plan,internet_service,payment_method,acquisition_channel,cac
7025-IWFHT,2020-08-01,One year,Fiber optic,Electronic check,paid_search,111.34
6261-LHRTG,2021-11-01,Month-to-month,DSL,Credit card (automatic),paid_search,132.71
7841-FCRQD,2021-04-01,One year,DSL,Credit card (automatic),organic,51.24
2056-EVGZL,2018-05-01,One year,Fiber optic,Credit card (automatic),organic,31.12
8777-MBMTS,2018-08-01,Two year,Fiber optic,Credit card (automatic),paid_social,228.98
7753-USQYQ,2019-06-01,One year,DSL,Electronic check,paid_social,208.35
5366-IJEQJ,2022-05-01,Month-to-month,Fiber optic,Electronic check,referral,73.07
7661-CPURM,2022-06-01,One year,Fiber optic,Credit card (automatic),paid_search,139.12
6233-HXJMX,2020-04-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,108.64
5902-WBLSE,2018-03-01,Two year,No,Credit card (automatic),organic,44.72
1981-INRFU,2023-11-01,Month-to-month,Fiber optic,Electronic check,organic,36.12
4971-PUYQO,2021-10-01,Month-to-month,Fiber optic,Mailed check,paid_search,129.18
3239-TPHPZ,2023-01-01,Two year,No,Electronic check,paid_social,205.29
5115-GZDEL,2018-01-01,Two year,DSL,Credit card (automatic),paid_social,187.83
3338-CVVEH,2023-01-01,Month-to-month,Fiber optic,Electronic check,referral,77.85
8485-GJCDN,2023-08-01,Month-to-month,Fiber optic,Mailed check,organic,42.53
2615-YVMYX,2018-02-01,Month-to-month,Fiber optic,Electronic check,referral,37.66
2851-STERV,2021-02-01,One year,DSL,Electronic check,organic,32.06
4393-GEADV,2018-03-01,Two year,Fiber optic,Credit card (automatic),paid_social,204.51
8486-AYEQH,2021-06-01,Month-to-month,Fiber optic,Electronic check,referral,55.83
1527-SXDPN,2019-09-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,161.55
6029-WTIPC,2020-12-01,Month-to-month,Fiber optic,Electronic check,organic,37.6
8634-CILSZ,2018-04-01,One year,Fiber optic,Bank transfer (automatic),paid_social,230.91
5419-JKZNQ,2021-07-01,Month-to-month,Fiber optic,Mailed check,referral,51.97
2495-KZNFB,2021-04-01,Month-to-month,Fiber optic,Electronic check,paid_social,247.04
1409-PHXTF,2019-07-01,Two year,Fiber optic,Electronic check,paid_search,157.67
4560-WQAQW,2019-02-01,One year,DSL,Bank transfer (automatic),paid_search,128.06
9591-YVTEB,2019-06-01,Month-to-month,DSL,Electronic check,organic,38.76
9309-BZGNT,2018-04-01,One year,DSL,Credit card (automatic),organic,16.9
4274-DRSQT,2018-07-01,One year,Fiber optic,Bank transfer (automatic),referral,69.62
2027-DNKIV,2020-12-01,One year,DSL,Mailed check,paid_social,245.61
8075-GXIUB,2023-04-01,One year,No,Credit card (automatic),paid_social,218.91
2885-HIJDH,2018-04-01,Two year,DSL,Bank transfer (automatic),paid_search,135.79
5424-RLQLC,2023-03-01,Month-to-month,DSL,Mailed check,paid_search,116.97
6682-QJDGB,2020-09-01,Month-to-month,DSL,Mailed check,organic,41.9
6507-DTJZV,2022-12-01,Month-to-month,DSL,Credit card (automatic),paid_social,260.97
8780-IXSTS,2023-07-01,Month-to-month,Fiber optic,Electronic check,paid_search,175.14
7673-BQGKU,2018-04-01,Two year,No,Bank transfer (automatic),paid_search,185.33
6723-WSNTY,2018-07-01,One year,Fiber optic,Credit card (automatic),paid_social,235.6
9530-EHPOH,2023-02-01,Month-to-month,DSL,Electronic check,organic,38.49
2725-IWWBA,2020-03-01,One year,DSL,Mailed check,paid_search,145.03
0345-HKJVM,2023-07-01,Month-to-month,Fiber optic,Electronic check,paid_search,136.86
1061-PNTHC,2019-05-01,Month-to-month,Fiber optic,Mailed check,paid_search,182.44
0394-YONDK,2018-03-01,Two year,No,Credit card (automatic),organic,15.89
6574-MCOEH,2021-04-01,One year,DSL,Electronic check,paid_search,152.06
7399-QHBJS,2018-01-01,Two year,DSL,Credit card (automatic),paid_social,252.12
3049-SOLAY,2023-10-01,Month-to-month,Fiber optic,Electronic check,paid_search,122.65
0997-YTLNY,2022-06-01,Month-to-month,DSL,Mailed check,organic,46.08
3317-HRTNN,2023-08-01,Month-to-month,DSL,Electronic check,paid_social,233.27
9479-HYNYL,2018-02-01,Two year,DSL,Credit card (automatic),organic,39.48
3235-ETOOB,2023-05-01,Month-to-month,Fiber optic,Electronic check,organic,41.78
9708-KFDBY,2023-12-01,Month-to-month,No,Credit card (automatic),paid_social,221.26
8058-INTPH,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,105.26
3642-GKTCT,2018-12-01,One year,Fiber optic,Mailed check,referral,80.8
0774-RMNUW,2018-02-01,Two year,DSL,Bank transfer (automatic),paid_social,194.79
1334-PDUKM,2018-05-01,One year,Fiber optic,Credit card (automatic),paid_search,124.72
0756-MPZRL,2020-03-01,One year,DSL,Credit card (automatic),organic,43.29
2242-MFOTG,2021-04-01,One year,Fiber optic,Bank transfer (automatic),organic,35.78
2927-CVULT,2019-08-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,132.3
2144-BFDSO,2019-11-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,241.65
8745-PVESG,2019-04-01,One year,DSL,Credit card (automatic),organic,29.41
7647-GYYKX,2019-07-01,Two year,No,Bank transfer (automatic),referral,30.74
5647-FXOTP,2019-01-01,Month-to-month,Fiber optic,Electronic check,paid_search,196.06
5569-OUICF,2021-09-01,Month-to-month,Fiber optic,Credit card (automatic),referral,60.31
8821-XNHVZ,2023-12-01,Month-to-month,Fiber optic,Mailed check,organic,35.49
2082-OJVTK,2021-08-01,Month-to-month,Fiber optic,Electronic check,referral,58.07
9700-ISPUP,2023-03-01,Month-to-month,DSL,Electronic check,paid_social,216.31
9839-ETQOE,2020-06-01,Month-to-month,DSL,Electronic check,paid_search,124.63
6078-VESFR,2022-12-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,35.66
9027-TMATR,2020-06-01,Two year,DSL,Electronic check,paid_social,286.44
5940-NFXKV,2022-06-01,Month-to-month,Fiber optic,Electronic check,paid_search,213.88
1941-HOSAM,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,61.22
9110-HSGTV,2018-04-01,Two year,DSL,Credit card (automatic),organic,57.59
0704-VCUMB,2018-12-01,Two year,No,Credit card (automatic),organic,35.07
6171-ZTVYB,2020-06-01,Month-to-month,DSL,Bank transfer (automatic),referral,75.34
8053-WWDRO,2023-07-01,Month-to-month,No,Bank transfer (automatic),referral,59.38
9564-KCLHR,2023-12-01,Month-to-month,DSL,Mailed check,organic,35.78
1935-IMVBB,2019-05-01,Month-to-month,Fiber optic,Mailed check,paid_social,154.01
2535-PBCGC,2018-03-01,Two year,DSL,Bank transfer (automatic),paid_search,139.79
2082-CEFLT,2023-12-01,Month-to-month,DSL,Electronic check,referral,40.47
1470-PSXNM,2019-12-01,One year,Fiber optic,Electronic check,paid_social,248.23
1213-NGCUN,2023-07-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,134.3
2498-XLDZR,2021-05-01,Two year,DSL,Mailed check,paid_social,188.5
9866-OCCKE,2018-01-01,Two year,Fiber optic,Mailed check,paid_social,220.04
5338-YHWYT,2020-12-01,Two year,DSL,Credit card (automatic),paid_search,173.76
7718-UPSKJ,2018-04-01,One year,Fiber optic,Credit card (automatic),paid_search,133.57
8731-WBBMB,2021-11-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,149.57
1448-CYWKC,2019-03-01,One year,Fiber optic,Credit card (automatic),paid_search,113.21
7901-IIDQV,2022-01-01,One year,DSL,Bank transfer (automatic),paid_social,190.63
2690-DVRVK,2023-08-01,One year,No,Electronic check,referral,57.02
5688-KZTSN,2022-10-01,Month-to-month,No,Electronic check,referral,44.1
1270-XKUCC,2021-07-01,Two year,No,Mailed check,organic,42.89
0334-ZFJSR,2019-06-01,One year,DSL,Credit card (automatic),paid_social,231.8
2894-QOJRX,2021-12-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,219.15
5747-PMBSQ,2023-03-01,Month-to-month,Fiber optic,Mailed check,referral,48.06
5583-EJXRD,2020-05-01,Two year,DSL,Credit card (automatic),referral,60.65
4565-EVZMJ,2020-02-01,One year,DSL,Mailed check,organic,45.23
3143-JQEGI,2022-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,249.4
6386-SZZKH,2019-12-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,107.96
3327-YBAKM,2018-09-01,One year,Fiber optic,Mailed check,paid_social,225.05
9441-QHEVC,2023-12-01,Month-to-month,No,Mailed check,paid_search,120.95
6705-LNMDD,2022-05-01,Month-to-month,DSL,Mailed check,referral,52.62
2580-ASVVY,2020-12-01,Two year,DSL,Electronic check,paid_search,145.58
3370-GQEAL,2021-07-01,Month-to-month,Fiber optic,Electronic check,paid_social,236.11
5032-USPKF,2020-11-01,One year,DSL,Bank transfer (automatic),paid_social,262.71
2982-IHMFT,2023-12-01,Month-to-month,Fiber optic,Mailed check,referral,64.28
3521-SYVOR,2020-12-01,Month-to-month,DSL,Electronic check,referral,36.72
4254-QPEDE,2019-09-01,Two year,DSL,Credit card (automatic),paid_social,237.45
6283-GITPX,2018-02-01,Two year,DSL,Credit card (automatic),referral,95.61
9526-JAWYF,2021-11-01,Month-to-month,Fiber optic,Electronic check,paid_social,215.72
0771-CHWSK,2018-07-01,Two year,DSL,Credit card (automatic),referral,79.35
9788-HNGUT,2018-01-01,Two year,Fiber optic,Credit card (automatic),paid_social,261.49
9495-REDIY,2021-12-01,One year,DSL,Credit card (automatic),organic,33.07
5375-XLDOF,2018-04-01,Two year,Fiber optic,Bank transfer (automatic),organic,30.08
1172-VIYBP,2019-08-01,Two year,DSL,Bank transfer (automatic),organic,58.46
5649-VUKMC,2023-01-01,One year,Fiber optic,Mailed check,referral,71.01
6559-PDZLR,2021-11-01,Month-to-month,Fiber optic,Electronic check,referral,40.16
8992-OBVDG,2022-04-01,Month-to-month,DSL,Mailed check,paid_social,216.42
4273-MBHYA,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,233.79
4724-WXVWF,2020-01-01,Month-to-month,Fiber optic,Electronic check,organic,49.97
5701-GUXDC,2021-11-01,One year,DSL,Credit card (automatic),paid_social,209.49
1460-UZPRJ,2019-01-01,Two year,No,Mailed check,referral,26.89
6082-GLJIX,2022-07-01,Month-to-month,No,Mailed check,paid_social,198.11
5143-EGQFK,2023-03-01,Month-to-month,DSL,Electronic check,referral,46.76
4919-IKATY,2023-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,122.84
2495-TTHBQ,2023-09-01,One year,No,Mailed check,organic,24.72
0485-ZBSLN,2018-08-01,Two year,No,Credit card (automatic),referral,56.44
3810-PJUHR,2018-03-01,Two year,No,Mailed check,referral,94.23
9050-QLROH,2022-07-01,Month-to-month,Fiber optic,Credit card (automatic),organic,22.66
0847-HGRML,2018-11-01,Two year,No,Bank transfer (automatic),referral,80.04
8232-CTLKO,2018-07-01,Two year,DSL,Electronic check,referral,51.94
9227-YBAXE,2018-08-01,Two year,DSL,Bank transfer (automatic),referral,78.53
6168-WFVVF,2023-10-01,Month-to-month,Fiber optic,Electronic check,referral,78.77
9860-LISIZ,2021-03-01,Month-to-month,No,Mailed check,paid_search,89.53
0112-QAWRZ,2022-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,120.17
0877-SDMBN,2019-07-01,One year,Fiber optic,Bank transfer (automatic),paid_social,243.36
2786-GCDPI,2019-11-01,Month-to-month,Fiber optic,Electronic check,paid_search,152.1
4043-MKDTV,2018-02-01,Two year,Fiber optic,Electronic check,organic,31.75
8065-YKXKD,2023-03-01,Month-to-month,Fiber optic,Electronic check,paid_search,135.67
9637-EIHEQ,2023-12-01,Month-to-month,DSL,Electronic check,referral,60.24
9229-RQABD,2022-07-01,One year,No,Mailed check,organic,41.87
8313-KTIHG,2023-09-01,Month-to-month,DSL,Electronic check,referral,78.66
5320-BRKGK,2019-03-01,Two year,DSL,Mailed check,organic,45.04
6284-KMNUF,2019-05-01,One year,Fiber optic,Electronic check,referral,65.06
9689-PTNPG,2023-11-01,Month-to-month,Fiber optic,Electronic check,organic,36.44
9465-RWMXL,2021-05-01,Month-to-month,Fiber optic,Electronic check,referral,49.95
6229-UOLQL,2019-05-01,One year,DSL,Mailed check,referral,41.98
2362-IBOOY,2021-01-01,Month-to-month,Fiber optic,Electronic check,organic,24.08
3137-LUPIX,2023-09-01,Month-to-month,DSL,Mailed check,organic,41.86
0843-WTBXE,2019-08-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,181.78
6143-JQKEA,2023-03-01,Month-to-month,DSL,Credit card (automatic),paid_search,132.73
8676-OOQEJ,2023-09-01,Month-to-month,DSL,Electronic check,organic,45.56
5515-IDEJJ,2023-12-01,Month-to-month,No,Mailed check,paid_search,124.17
9701-CDXHR,2019-10-01,Month-to-month,Fiber optic,Mailed check,paid_search,82.14
7450-NWRTR,2023-01-01,Month-to-month,Fiber optic,Electronic check,organic,39.71
8124-NZVGJ,2023-07-01,One year,DSL,Mailed check,referral,58.11
2162-FRZAA,2018-10-01,Two year,DSL,Bank transfer (automatic),organic,34.92
5376-DEQCP,2023-12-01,Month-to-month,Fiber optic,Electronic check,referral,75.3
5118-MUEYH,2020-01-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,244.69
9095-HFAFX,2023-08-01,Month-to-month,Fiber optic,Credit card (automatic),organic,45.3
5627-TVBPP,2021-02-01,One year,No,Credit card (automatic),organic,39.17
2379-ENZGV,2023-07-01,Month-to-month,Fiber optic,Electronic check,organic,28.84
3936-QQFLL,2023-11-01,Month-to-month,No,Mailed check,paid_search,180.67
2589-AYCRP,2019-11-01,One year,No,Bank transfer (automatic),organic,40.63
4067-HLYQI,2021-04-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,39.21
5124-EOGYE,2021-06-01,Two year,No,Mailed check,paid_social,280.32
5057-RKGLH,2023-04-01,Two year,No,Mailed check,paid_search,127.59
0292-WEGCH,2019-07-01,Month-to-month,DSL,Electronic check,paid_search,153.43
8910-ICHIU,2020-03-01,One year,Fiber optic,Credit card (automatic),organic,27.14
4097-YODCF,2021-03-01,One year,Fiber optic,Electronic check,referral,35.29
9715-WZCLW,2018-02-01,Two year,Fiber optic,Electronic check,organic,49.06
9786-YWNHU,2018-10-01,Two year,DSL,Mailed check,referral,68.43
6407-GSJNL,2019-10-01,Two year,No,Bank transfer (automatic),organic,44.26
6005-OBZPH,2021-11-01,Month-to-month,Fiber optic,Electronic check,organic,30.03
4049-ZPALD,2018-09-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,176.32
7932-WPTDS,2023-12-01,Month-to-month,DSL,Electronic check,paid_social,249.47
3733-UOCWF,2018-12-01,One year,Fiber optic,Bank transfer (automatic),organic,41.76
6833-JMZYP,2022-10-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,217.0
2722-VOJQL,2018-09-01,One year,Fiber optic,Credit card (automatic),organic,51.86
1310-QRITU,2022-07-01,Month-to-month,DSL,Electronic check,referral,20.0
8961-QDZZJ,2019-04-01,One year,Fiber optic,Electronic check,paid_social,235.37
9715-SBVSU,2022-11-01,Two year,DSL,Bank transfer (automatic),paid_social,180.43
8490-BXHEO,2022-07-01,Month-to-month,Fiber optic,Credit card (automatic),referral,87.95
7173-TETGO,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,175.64
7929-SKFGK,2018-03-01,Two year,Fiber optic,Credit card (automatic),referral,53.25
2300-RQGOI,2020-11-01,Two year,No,Mailed check,paid_social,221.25
3563-SVYLG,2018-05-01,Two year,DSL,Credit card (automatic),referral,71.24
5228-EXCET,2022-12-01,Month-to-month,Fiber optic,Electronic check,organic,18.86
6435-VWCCY,2018-08-01,Two year,Fiber optic,Credit card (automatic),organic,38.34
4998-IKFSE,2021-07-01,Month-to-month,Fiber optic,Electronic check,paid_search,168.88
8630-QSGXK,2019-10-01,Two year,DSL,Bank transfer (automatic),paid_search,145.12
2455-USLMV,2021-06-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,225.46
7394-FKDNK,2023-04-01,Month-to-month,Fiber optic,Electronic check,organic,55.71
9488-FVZCC,2018-01-01,Two year,DSL,Bank transfer (automatic),paid_social,267.88
6331-LWDTQ,2023-03-01,Month-to-month,DSL,Credit card (automatic),paid_social,291.65
5995-WWKKG,2020-12-01,One year,No,Electronic check,paid_search,140.17
1597-FZREH,2023-11-01,Month-to-month,DSL,Electronic check,organic,24.61
7879-CGSFV,2019-06-01,One year,Fiber optic,Mailed check,organic,38.07
9921-EZKBY,2021-04-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,25.83
7432-FFVAR,2020-03-01,One year,Fiber optic,Bank transfer (automatic),referral,88.52
7246-ZGQDF,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,147.79
7000-WCEVQ,2022-05-01,Month-to-month,DSL,Mailed check,organic,39.04
0727-IWKVK,2023-04-01,Month-to-month,Fiber optic,Electronic check,referral,37.75
5959-BELXA,2021-05-01,Month-to-month,Fiber optic,Credit card (automatic),organic,16.32
4456-RHSNB,2022-06-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,163.2
3512-IZIKN,2018-03-01,Two year,DSL,Credit card (automatic),organic,23.89
2481-SBOYW,2018-12-01,Two year,No,Credit card (automatic),paid_search,154.79
7109-MFBYV,2021-11-01,Month-to-month,DSL,Electronic check,paid_search,128.47
1833-TCXKK,2020-04-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,34.46
1832-PEUTS,2018-11-01,Two year,Fiber optic,Credit card (automatic),paid_search,151.49
6141-OOXUQ,2023-12-01,Month-to-month,No,Mailed check,referral,43.89
8660-BUETV,2023-10-01,Month-to-month,DSL,Mailed check,referral,94.39
0580-PIQHM,2020-08-01,One year,Fiber optic,Bank transfer (automatic),paid_search,149.64
5696-CEIQJ,2018-06-01,Two year,Fiber optic,Bank transfer (automatic),organic,41.04
7503-ZGUZJ,2023-12-01,Month-to-month,Fiber optic,Mailed check,referral,55.63
1696-HXOWK,2018-02-01,One year,Fiber optic,Mailed check,paid_search,157.77
3026-ATZYV,2020-12-01,One year,DSL,Bank transfer (automatic),paid_social,230.75
4012-YCFAI,2019-01-01,Two year,DSL,Mailed check,paid_social,208.14
2506-TNFCO,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,145.21
9970-QBCDA,2023-07-01,Month-to-month,No,Credit card (automatic),paid_social,294.16
8718-PTMEZ,2022-12-01,Month-to-month,DSL,Electronic check,organic,43.39
9496-IVVRP,2023-02-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,216.78
2207-OBZNX,2023-06-01,Month-to-month,DSL,Mailed check,organic,43.84
2657-VPXTA,2023-03-01,Month-to-month,Fiber optic,Electronic check,paid_social,218.45
6551-VLJMV,2021-03-01,Two year,No,Credit card (automatic),paid_search,175.1
1221-GHZEP,2018-11-01,Two year,DSL,Mailed check,referral,58.04
9289-LBQVU,2018-09-01,One year,DSL,Mailed check,paid_search,145.12
6142-VSJQO,2023-12-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,223.71
3458-IDMFK,2021-12-01,Two year,No,Mailed check,organic,50.9
6933-FHBZC,2021-11-01,One year,DSL,Mailed check,paid_search,162.75
0221-NAUXK,2023-03-01,One year,No,Bank transfer (automatic),organic,46.51
9770-KXGQU,2019-08-01,One year,Fiber optic,Mailed check,paid_search,141.08
6437-UKHMV,2023-06-01,Month-to-month,Fiber optic,Electronic check,organic,46.9
6538-POCHL,2021-04-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,125.22
6726-NNFWD,2018-02-01,Two year,Fiber optic,Credit card (automatic),organic,30.14
3002-WQZWT,2021-08-01,Month-to-month,Fiber optic,Electronic check,referral,63.48
4277-UDIEF,2022-01-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,235.84
1208-NBVFH,2022-05-01,Month-to-month,DSL,Electronic check,referral,76.21
4912-PIGUY,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,243.98
1114-CENIM,2019-07-01,Month-to-month,DSL,Credit card (automatic),referral,80.33
6060-DRTNL,2023-08-01,Month-to-month,Fiber optic,Mailed check,organic,38.17
2725-TTRIQ,2018-01-01,Two year,DSL,Bank transfer (automatic),paid_social,201.21
3374-TTZTK,2019-09-01,Two year,Fiber optic,Electronic check,organic,70.8
8990-ZXLSU,2023-04-01,Month-to-month,Fiber optic,Electronic check,paid_search,115.69
2275-RBYQS,2023-12-01,Month-to-month,DSL,Mailed check,paid_social,216.7
8473-VUVJN,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,282.96
6289-CPNLD,2021-04-01,One year,DSL,Mailed check,paid_search,135.88
5536-SLHPM,2019-06-01,Month-to-month,Fiber optic,Electronic check,organic,61.85
4419-UJMUS,2018-04-01,Two year,Fiber optic,Electronic check,referral,61.68
7794-JASDG,2023-12-01,Month-to-month,DSL,Mailed check,organic,47.8
7609-YBPXG,2019-07-01,Two year,DSL,Bank transfer (automatic),referral,54.86
5519-TEEUH,2021-04-01,One year,No,Mailed check,referral,59.44
7856-GANIL,2020-04-01,One year,Fiber optic,Bank transfer (automatic),organic,46.93
0804-XBFBV,2023-02-01,Month-to-month,DSL,Electronic check,organic,49.37
2676-OXPPQ,2023-07-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,153.71
3703-TTEPD,2022-04-01,Month-to-month,DSL,Bank transfer (automatic),organic,35.75
2799-TSLAG,2018-08-01,Two year,No,Bank transfer (automatic),paid_search,172.49
0196-VULGZ,2023-07-01,Month-to-month,Fiber optic,Electronic check,referral,64.65
8837-VVWLQ,2023-05-01,Month-to-month,Fiber optic,Electronic check,paid_search,137.66
2696-NARTR,2023-02-01,Month-to-month,Fiber optic,Electronic check,paid_search,126.63
2208-NKVVH,2020-06-01,Two year,No,Mailed check,referral,80.09
7614-QVWQL,2019-12-01,One year,DSL,Bank transfer (automatic),paid_search,126.93
1976-CFOCS,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,173.07
4631-OACRM,2022-10-01,Month-to-month,Fiber optic,Electronic check,paid_social,273.73
7139-JZFVG,2019-01-01,Two year,DSL,Bank transfer (automatic),paid_search,142.69
4987-GQWPO,2022-08-01,Month-to-month,DSL,Credit card (automatic),paid_social,235.23
3755-JBMNH,2022-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,229.53
1757-TCATG,2021-02-01,One year,No,Bank transfer (automatic),paid_search,127.13
6345-ULYRW,2020-05-01,One year,Fiber optic,Mailed check,referral,62.08
4776-XSKYQ,2023-01-01,One year,DSL,Credit card (automatic),referral,87.92
8048-DSDFQ,2023-12-01,Month-to-month,No,Mailed check,organic,58.87
5753-QQWPW,2021-09-01,One year,DSL,Electronic check,paid_search,158.96
6010-DDPPW,2018-03-01,Two year,No,Bank transfer (automatic),paid_search,106.09
1809-DMJHQ,2023-08-01,Month-to-month,DSL,Mailed check,paid_social,212.76
6693-FRIRW,2022-07-01,Month-to-month,Fiber optic,Credit card (automatic),organic,36.02
6586-MYGKD,2018-03-01,Two year,DSL,Credit card (automatic),organic,38.9
3173-NVMPX,2023-04-01,Month-to-month,DSL,Mailed check,paid_search,142.96
0248-PGHBZ,2018-06-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,138.87
0623-GDISB,2023-12-01,Month-to-month,DSL,Bank transfer (automatic),organic,61.02
2892-GESUL,2022-07-01,Two year,No,Mailed check,organic,19.31
6923-EFPNL,2023-09-01,Month-to-month,DSL,Credit card (automatic),referral,46.84
7472-EQOAV,2018-02-01,One year,Fiber optic,Bank transfer (automatic),referral,68.16
9574-RKJIF,2021-07-01,Month-to-month,Fiber optic,Electronic check,organic,43.25
2043-WVTQJ,2023-12-01,Month-to-month,DSL,Mailed check,organic,22.81
8034-RYTVV,2019-06-01,One year,Fiber optic,Credit card (automatic),organic,33.3
3863-QSTYI,2019-02-01,Month-to-month,DSL,Electronic check,organic,38.8
2619-WFQWU,2023-12-01,Month-to-month,Fiber optic,Mailed check,organic,36.24
5044-LRQAQ,2023-06-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,41.41
1716-LSAMB,2020-04-01,Two year,DSL,Bank transfer (automatic),referral,86.93
1333-PBMXB,2019-07-01,One year,No,Bank transfer (automatic),paid_search,136.53
6546-OPBBH,2019-10-01,One year,No,Mailed check,paid_search,110.38
5985-BEHZK,2018-01-01,One year,Fiber optic,Credit card (automatic),paid_search,165.15
9127-QRZMH,2020-05-01,One year,DSL,Bank transfer (automatic),referral,79.75
5919-VCZYM,2023-11-01,Month-to-month,No,Mailed check,organic,32.16
9644-KVCNC,2018-07-01,One year,Fiber optic,Bank transfer (automatic),organic,38.68
2137-DQMEV,2018-05-01,One year,DSL,Mailed check,organic,28.04
8174-LNWMW,2021-06-01,Two year,No,Credit card (automatic),paid_social,254.58
9279-CJEOJ,2022-04-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,203.29
7964-VEXDG,2022-04-01,Month-to-month,Fiber optic,Electronic check,paid_search,183.12
2404-JIBFC,2019-06-01,Two year,DSL,Bank transfer (automatic),paid_search,106.02
0778-NELLA,2023-04-01,Month-to-month,DSL,Credit card (automatic),paid_search,143.06
8029-XYPWT,2018-02-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,224.59
4614-NUVZD,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,35.89
4632-PAOYU,2022-03-01,One year,No,Mailed check,paid_social,205.28
3803-KMQFW,2023-12-01,Month-to-month,No,Mailed check,paid_search,156.52
6804-GDMOI,2018-12-01,Two year,Fiber optic,Electronic check,organic,26.06
2990-OGYTD,2018-06-01,Two year,DSL,Bank transfer (automatic),organic,46.15
6646-JPPHA,2022-11-01,Month-to-month,Fiber optic,Electronic check,organic,26.97
9572-MTILT,2019-02-01,Month-to-month,Fiber optic,Electronic check,referral,65.1
7658-UYUQS,2022-04-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,199.72
7880-XSOJX,2023-09-01,Month-to-month,DSL,Mailed check,paid_search,197.87
9611-CTWIH,2023-10-01,Month-to-month,Fiber optic,Electronic check,organic,46.52
4589-IUAJB,2018-03-01,Two year,No,Bank transfer (automatic),organic,35.63
0329-GTIAJ,2023-10-01,Month-to-month,Fiber optic,Electronic check,organic,36.71
8746-BFOAJ,2022-04-01,One year,No,Bank transfer (automatic),organic,51.32
8457-XIGKN,2022-05-01,Month-to-month,No,Credit card (automatic),organic,40.77
6072-NUQCB,2022-03-01,One year,No,Bank transfer (automatic),paid_search,129.31
6629-CZTTH,2023-12-01,Month-to-month,DSL,Mailed check,referral,46.46
8838-GPHZP,2018-10-01,Two year,No,Mailed check,paid_search,115.66
8750-QWZAJ,2018-03-01,Two year,No,Bank transfer (automatic),referral,49.08
5364-EVNIB,2022-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,221.78
6918-UMQCG,2023-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,139.87
0675-NCDYU,2018-01-01,Two year,Fiber optic,Credit card (automatic),organic,21.03
6339-DKLMK,2022-12-01,Month-to-month,DSL,Electronic check,paid_search,191.62
1346-PJWTK,2018-12-01,Month-to-month,Fiber optic,Credit card (automatic),organic,44.62
5088-QZLRL,2023-12-01,Month-to-month,No,Electronic check,referral,57.6
8023-QHAIO,2019-05-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,15.0
4397-FRLTA,2023-09-01,Month-to-month,No,Mailed check,referral,64.76
3057-VJJQE,2021-02-01,Two year,DSL,Mailed check,referral,56.18
5087-SUURX,2022-07-01,Month-to-month,DSL,Electronic check,referral,37.67
2302-OUZXB,2018-01-01,Two year,DSL,Bank transfer (automatic),organic,42.33
